enquiry_id,listing_id,datetime,source,contact_method,campaign,move_in_days,qualified,responded,first_response_min,after_hours,viewing_booked,viewing_attended,outcome,month
E00222,L02,2026-01-04 18:32:00,referral,whatsapp,,11,True,True,19.5,True,True,True,still_open,2026-01
E00223,L04,2026-01-05 09:39:00,mudah,portal_chat,,43,False,True,37.8,False,False,False,requirement_mismatch,2026-01
E00224,L06,2026-01-05 11:43:00,mudah,portal_chat,,61,False,True,54.4,False,False,False,lowball,2026-01
E00225,L06,2026-01-05 12:34:00,mudah,whatsapp,,47,False,False,,False,False,False,unanswered,2026-01
E00226,L06,2026-01-05 13:33:00,mudah,portal_chat,,12,False,True,80.2,False,False,False,lowball,2026-01
E00227,L02,2026-01-05 15:07:00,mudah,portal_chat,,16,False,False,,False,False,False,unanswered,2026-01
E00228,L02,2026-01-05 16:12:00,meta_ads,lead_form,Meta Rooms YoungPro,32,False,True,23.4,False,False,False,budget_mismatch,2026-01
E00229,L03,2026-01-05 19:04:00,referral,phone_call,,24,True,True,124.5,False,True,True,lost_to_other,2026-01
E00230,L10,2026-01-05 19:30:00,google_ads,whatsapp,G-Search Studios MRT,9,True,True,55.4,False,True,True,still_open,2026-01
E00231,L05,2026-01-05 20:06:00,propertyguru,portal_chat,,31,False,True,89.2,True,False,False,lowball,2026-01
E00232,L10,2026-01-05 21:32:00,mudah,phone_call,,33,False,False,,True,False,False,unanswered,2026-01
E00233,L03,2026-01-06 09:18:00,mudah,portal_chat,,4,False,True,69.4,False,False,False,budget_mismatch,2026-01
E00234,L04,2026-01-06 09:49:00,google_ads,whatsapp,G-Search Studios MRT,22,False,True,178.4,False,False,False,no_reply,2026-01
E00235,L05,2026-01-06 10:07:00,mudah,portal_chat,,36,False,True,17.0,False,False,False,requirement_mismatch,2026-01
E00236,L06,2026-01-06 10:49:00,mudah,phone_call,,5,True,True,72.9,False,True,False,no_show,2026-01
E00237,L06,2026-01-06 11:32:00,mudah,portal_chat,,29,False,True,11.5,False,False,False,no_reply,2026-01
E00238,L06,2026-01-06 17:04:00,propertyguru,portal_chat,,76,False,True,37.9,False,False,False,budget_mismatch,2026-01
E00239,L05,2026-01-06 17:54:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,18,True,True,33.0,False,True,True,lost_to_other,2026-01
E00240,L10,2026-01-06 20:39:00,mudah,portal_chat,,43,False,True,7.3,True,False,False,requirement_mismatch,2026-01
E00241,L04,2026-01-06 22:15:00,referral,whatsapp,,24,True,False,,True,False,False,unanswered,2026-01
E00242,L05,2026-01-06 22:34:00,propertyguru,portal_chat,,7,True,True,154.5,True,True,True,lost_to_other,2026-01
E00243,L02,2026-01-07 09:12:00,mudah,portal_chat,,26,False,True,6.2,False,False,False,no_reply,2026-01
E00244,L05,2026-01-07 09:19:00,referral,whatsapp,,30,True,True,30.6,False,True,True,viewing_pipeline,2026-01
E00245,L03,2026-01-07 11:57:00,mudah,portal_chat,,20,False,True,64.4,False,False,False,lowball,2026-01
E00246,L10,2026-01-07 13:13:00,propertyguru,phone_call,,27,False,True,51.4,False,False,False,lowball,2026-01
E00247,L06,2026-01-07 13:24:00,mudah,portal_chat,,33,False,False,,False,False,False,unanswered,2026-01
E00248,L02,2026-01-07 14:04:00,mudah,portal_chat,,20,True,True,77.7,False,False,False,still_open,2026-01
E00249,L04,2026-01-07 15:31:00,mudah,whatsapp,,31,False,True,47.9,False,False,False,no_reply,2026-01
E00250,L05,2026-01-07 15:33:00,propertyguru,portal_chat,,10,True,True,24.8,False,True,True,still_open,2026-01
E00251,L01,2026-01-07 16:43:00,meta_ads,lead_form,Meta Rooms YoungPro,28,True,True,61.2,False,True,True,viewing_pipeline,2026-01
E00252,L05,2026-01-07 16:45:00,referral,whatsapp,,3,True,True,6.0,False,True,True,lost_to_other,2026-01
E00253,L01,2026-01-07 20:55:00,propertyguru,portal_chat,,55,False,True,48.4,True,False,False,lowball,2026-01
E00254,L06,2026-01-08 09:05:00,meta_ads,whatsapp,Meta Rooms YoungPro,52,False,True,33.2,False,False,False,no_reply,2026-01
E00255,L04,2026-01-08 09:20:00,google_ads,lead_form,G-Search Studios MRT,26,False,True,43.3,False,False,False,no_reply,2026-01
E00256,L06,2026-01-08 09:24:00,propertyguru,portal_chat,,20,True,True,42.8,False,True,True,still_open,2026-01
E00257,L03,2026-01-08 10:09:00,mudah,phone_call,,30,False,True,9.9,False,False,False,lowball,2026-01
E00258,L06,2026-01-08 10:44:00,referral,phone_call,,14,True,True,57.2,False,True,True,still_open,2026-01
E00259,L06,2026-01-08 15:18:00,propertyguru,whatsapp,,8,False,True,6.5,False,False,False,requirement_mismatch,2026-01
E00260,L06,2026-01-08 16:06:00,mudah,portal_chat,,28,True,True,53.4,False,True,True,lost_to_other,2026-01
E00261,L05,2026-01-08 19:41:00,meta_ads,whatsapp,Meta Rooms YoungPro,42,False,True,66.0,False,False,False,budget_mismatch,2026-01
E00262,L04,2026-01-08 19:48:00,propertyguru,portal_chat,,30,False,True,85.9,False,False,False,lowball,2026-01
E00263,L03,2026-01-08 19:49:00,meta_ads,whatsapp,Meta Rooms YoungPro,36,False,True,48.6,False,False,False,requirement_mismatch,2026-01
E00264,L02,2026-01-08 20:38:00,propertyguru,portal_chat,,10,False,False,,True,False,False,unanswered,2026-01
E00265,L06,2026-01-09 11:04:00,mudah,phone_call,,3,False,True,5.7,False,False,False,requirement_mismatch,2026-01
E00266,L03,2026-01-09 12:02:00,mudah,portal_chat,,24,False,True,24.8,False,False,False,no_reply,2026-01
E00267,L04,2026-01-09 14:47:00,propertyguru,portal_chat,,31,False,True,50.9,False,False,False,lowball,2026-01
E00268,L05,2026-01-09 17:15:00,propertyguru,portal_chat,,40,False,False,,False,False,False,unanswered,2026-01
E00269,L10,2026-01-09 18:53:00,propertyguru,portal_chat,,29,False,False,,False,False,False,unanswered,2026-01
E00270,L04,2026-01-09 20:56:00,meta_ads,lead_form,Meta Studio Budget,24,True,True,37.5,True,False,False,budget_mismatch,2026-01
E00271,L02,2026-01-09 22:12:00,mudah,whatsapp,,28,True,True,58.1,True,True,True,viewing_pipeline,2026-01
E00272,L01,2026-01-10 10:06:00,propertyguru,whatsapp,,29,True,True,37.9,True,False,False,budget_mismatch,2026-01
E00273,L06,2026-01-10 12:14:00,propertyguru,portal_chat,,47,False,True,27.6,True,False,False,lowball,2026-01
E00274,L06,2026-01-10 12:16:00,mudah,portal_chat,,40,False,True,46.4,True,False,False,requirement_mismatch,2026-01
E00275,L02,2026-01-10 20:59:00,propertyguru,whatsapp,,27,True,True,311.1,True,False,False,no_reply,2026-01
E00276,L04,2026-01-11 12:17:00,meta_ads,lead_form,Meta Studio Budget,49,False,True,74.0,True,False,False,no_reply,2026-01
E00277,L04,2026-01-11 14:18:00,propertyguru,portal_chat,,40,False,True,111.7,True,False,False,budget_mismatch,2026-01
E00278,L02,2026-01-12 09:15:00,meta_ads,whatsapp,Meta Rooms YoungPro,27,True,True,63.7,False,False,False,still_open,2026-01
E00279,L05,2026-01-12 09:43:00,meta_ads,whatsapp,Meta Rooms YoungPro,5,True,True,57.5,False,True,True,lost_to_other,2026-01
E00280,L08,2026-01-12 09:49:00,propertyguru,whatsapp,,31,False,True,19.7,False,False,False,budget_mismatch,2026-01
E00281,L08,2026-01-12 10:54:00,propertyguru,whatsapp,,25,True,True,72.5,False,True,False,no_show,2026-01
E00282,L02,2026-01-12 11:59:00,referral,whatsapp,,40,False,True,13.1,False,False,False,no_reply,2026-01
E00283,L05,2026-01-12 12:41:00,mudah,portal_chat,,50,False,True,28.7,False,False,False,no_reply,2026-01
E00284,L02,2026-01-12 17:13:00,meta_ads,whatsapp,Meta Rooms YoungPro,13,True,True,30.1,False,True,True,still_open,2026-01
E00285,L01,2026-01-12 18:02:00,propertyguru,portal_chat,,26,False,True,30.6,False,False,False,lowball,2026-01
E00286,L08,2026-01-12 18:06:00,mudah,portal_chat,,29,False,True,23.3,False,False,False,lowball,2026-01
E00287,L08,2026-01-12 19:02:00,mudah,portal_chat,,24,False,True,80.1,False,False,False,no_reply,2026-01
E00288,L01,2026-01-12 20:41:00,mudah,portal_chat,,14,False,True,270.1,True,False,False,budget_mismatch,2026-01
E00289,L04,2026-01-13 09:17:00,mudah,portal_chat,,51,False,True,12.7,False,False,False,no_reply,2026-01
E00290,L06,2026-01-13 09:50:00,meta_ads,lead_form,Meta Rooms YoungPro,39,False,True,70.0,False,False,False,requirement_mismatch,2026-01
E00291,L03,2026-01-13 10:09:00,meta_ads,phone_call,Meta Rooms YoungPro,51,False,True,40.7,False,False,False,lowball,2026-01
E00292,L05,2026-01-13 10:35:00,mudah,whatsapp,,51,False,True,5.8,False,False,False,lowball,2026-01
E00293,L01,2026-01-13 12:29:00,mudah,phone_call,,74,False,True,57.5,False,False,False,lowball,2026-01
E00294,L02,2026-01-13 13:28:00,mudah,portal_chat,,75,False,True,46.7,False,False,False,budget_mismatch,2026-01
E00295,L10,2026-01-13 13:59:00,google_ads,phone_call,G-Search Studios MRT,7,True,True,4.9,False,False,False,budget_mismatch,2026-01
E00296,L08,2026-01-13 15:54:00,mudah,whatsapp,,27,True,False,,False,False,False,unanswered,2026-01
E00297,L10,2026-01-13 16:25:00,google_ads,whatsapp,G-Search Studios MRT,43,False,True,72.6,False,False,False,requirement_mismatch,2026-01
E00298,L01,2026-01-13 17:59:00,mudah,portal_chat,,76,False,True,11.2,False,False,False,lowball,2026-01
E00299,L08,2026-01-13 20:24:00,meta_ads,lead_form,Meta Rooms YoungPro,21,True,True,40.1,True,True,False,no_show,2026-01
E00300,L02,2026-01-13 20:50:00,meta_ads,whatsapp,Meta Rooms YoungPro,31,False,True,226.8,True,False,False,no_reply,2026-01
E00301,L05,2026-01-13 20:51:00,propertyguru,whatsapp,,59,False,True,181.7,True,False,False,requirement_mismatch,2026-01
E00302,L05,2026-01-14 11:55:00,mudah,portal_chat,,25,True,True,20.5,False,False,False,still_open,2026-01
E00303,L05,2026-01-14 11:57:00,propertyguru,whatsapp,,31,False,True,13.1,False,False,False,no_reply,2026-01
E00304,L02,2026-01-14 14:03:00,propertyguru,portal_chat,,40,False,True,32.0,False,False,False,no_reply,2026-01
E00305,L08,2026-01-14 15:09:00,mudah,whatsapp,,15,True,True,27.8,False,False,False,no_reply,2026-01
E00306,L08,2026-01-14 16:29:00,mudah,portal_chat,,49,False,True,47.1,False,False,False,lowball,2026-01
E00307,L08,2026-01-14 17:29:00,propertyguru,whatsapp,,22,False,True,13.4,False,False,False,no_reply,2026-01
E00308,L06,2026-01-14 17:36:00,mudah,portal_chat,,28,False,True,52.5,False,False,False,no_reply,2026-01
E00309,L02,2026-01-14 17:45:00,meta_ads,lead_form,Meta Rooms YoungPro,16,False,True,79.7,False,False,False,no_reply,2026-01
E00310,L01,2026-01-14 18:56:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,28,True,True,11.0,False,True,True,viewing_pipeline,2026-01
E00311,L04,2026-01-14 19:15:00,meta_ads,phone_call,Meta Studio Budget,49,False,True,4.9,False,False,False,no_reply,2026-01
E00312,L02,2026-01-14 19:16:00,mudah,portal_chat,,49,False,True,83.9,False,False,False,budget_mismatch,2026-01
E00313,L01,2026-01-14 19:23:00,propertyguru,portal_chat,,17,False,True,30.9,False,False,False,no_reply,2026-01
E00314,L08,2026-01-14 20:09:00,mudah,portal_chat,,53,False,True,48.8,True,False,False,no_reply,2026-01
E00315,L10,2026-01-14 21:09:00,mudah,phone_call,,44,False,True,78.3,True,False,False,lowball,2026-01
E00316,L08,2026-01-14 21:17:00,referral,whatsapp,,6,True,True,73.2,True,True,True,lost_to_other,2026-01
E00317,L08,2026-01-15 09:31:00,mudah,phone_call,,15,True,True,39.5,False,False,False,still_open,2026-01
E00318,L03,2026-01-15 09:31:00,mudah,portal_chat,,10,True,True,31.2,False,False,False,still_open,2026-01
E00319,L02,2026-01-15 10:24:00,meta_ads,lead_form,Meta Rooms YoungPro,31,False,True,52.0,False,False,False,lowball,2026-01
E00320,L03,2026-01-15 10:49:00,propertyguru,portal_chat,,53,False,True,29.4,False,False,False,budget_mismatch,2026-01
E00321,L10,2026-01-15 11:09:00,referral,whatsapp,,30,True,True,45.1,False,True,True,lost_to_other,2026-01
E00322,L10,2026-01-15 11:43:00,mudah,portal_chat,,33,False,False,,False,False,False,unanswered,2026-01
E00323,L06,2026-01-15 12:33:00,mudah,portal_chat,,16,False,True,13.8,False,False,False,lowball,2026-01
E00324,L05,2026-01-15 13:49:00,mudah,whatsapp,,17,True,True,21.4,False,True,False,no_show,2026-01
E00325,L08,2026-01-15 17:20:00,meta_ads,whatsapp,Meta Rooms YoungPro,70,False,True,14.1,False,False,False,budget_mismatch,2026-01
E00326,L02,2026-01-15 17:42:00,mudah,whatsapp,,40,False,True,25.4,False,False,False,no_reply,2026-01
E00327,L03,2026-01-15 18:23:00,mudah,phone_call,,19,True,True,67.8,False,False,False,still_open,2026-01
E00328,L08,2026-01-16 09:00:00,mudah,portal_chat,,48,False,True,61.1,False,False,False,requirement_mismatch,2026-01
E00329,L04,2026-01-16 09:18:00,mudah,portal_chat,,64,False,True,26.8,False,False,False,lowball,2026-01
E00330,L02,2026-01-16 10:43:00,meta_ads,lead_form,Meta Rooms YoungPro,36,False,True,20.1,False,False,False,requirement_mismatch,2026-01
E00331,L06,2026-01-16 11:24:00,mudah,whatsapp,,25,True,True,7.5,False,False,False,still_open,2026-01
E00332,L01,2026-01-16 11:29:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,4,True,True,113.5,False,True,True,viewing_pipeline,2026-01
E00333,L03,2026-01-16 12:23:00,mudah,portal_chat,,17,False,True,48.5,False,False,False,lowball,2026-01
E00334,L02,2026-01-16 12:43:00,mudah,portal_chat,,14,True,True,10.6,False,False,False,still_open,2026-01
E00335,L01,2026-01-16 14:31:00,mudah,phone_call,,28,False,True,11.4,False,False,False,no_reply,2026-01
E00336,L10,2026-01-16 14:47:00,mudah,portal_chat,,42,False,False,,False,False,False,unanswered,2026-01
E00337,L02,2026-01-16 15:06:00,meta_ads,whatsapp,Meta Rooms YoungPro,41,False,True,11.3,False,False,False,requirement_mismatch,2026-01
E00338,L06,2026-01-16 16:00:00,mudah,phone_call,,31,False,True,41.3,False,False,False,lowball,2026-01
E00339,L02,2026-01-16 17:23:00,propertyguru,portal_chat,,17,True,False,,False,False,False,unanswered,2026-01
E00340,L10,2026-01-16 17:56:00,propertyguru,phone_call,,11,True,True,26.5,False,True,False,no_show,2026-01
E00341,L04,2026-01-16 18:52:00,google_ads,lead_form,G-Search Studios MRT,30,True,True,63.3,False,True,True,lost_to_other,2026-01
E00342,L06,2026-01-16 19:31:00,meta_ads,lead_form,Meta Rooms YoungPro,49,False,True,68.0,False,False,False,requirement_mismatch,2026-01
E00343,L03,2026-01-16 20:41:00,mudah,portal_chat,,52,False,True,286.8,True,False,False,no_reply,2026-01
E00344,L03,2026-01-16 21:12:00,propertyguru,portal_chat,,59,False,False,,True,False,False,unanswered,2026-01
E00345,L04,2026-01-17 11:10:00,propertyguru,portal_chat,,10,True,True,326.9,True,True,False,no_show,2026-01
E00346,L05,2026-01-17 12:29:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,19,True,True,90.8,True,True,True,viewing_pipeline,2026-01
E00347,L08,2026-01-17 13:06:00,meta_ads,lead_form,Meta Rooms YoungPro,38,False,True,163.2,True,False,False,no_reply,2026-01
E00348,L02,2026-01-18 11:16:00,mudah,portal_chat,,43,False,True,42.5,True,False,False,no_reply,2026-01
E00349,L01,2026-01-18 13:35:00,propertyguru,portal_chat,,51,False,True,179.1,True,False,False,no_reply,2026-01
E00350,L02,2026-01-18 16:59:00,mudah,portal_chat,,40,False,True,18.5,True,False,False,requirement_mismatch,2026-01
E00351,L01,2026-01-19 09:04:00,propertyguru,whatsapp,,14,False,True,24.0,False,False,False,budget_mismatch,2026-01
E00352,L10,2026-01-19 09:51:00,propertyguru,portal_chat,,31,False,True,18.8,False,False,False,no_reply,2026-01
E00353,L08,2026-01-19 13:40:00,mudah,portal_chat,,19,False,True,59.6,False,False,False,budget_mismatch,2026-01
E00354,L10,2026-01-19 13:52:00,referral,whatsapp,,18,True,True,6.4,False,True,True,lost_to_other,2026-01
E00355,L10,2026-01-19 14:40:00,mudah,portal_chat,,16,True,True,43.8,False,True,True,lost_to_other,2026-01
E00356,L01,2026-01-19 15:03:00,mudah,portal_chat,,48,False,True,5.2,False,False,False,no_reply,2026-01
E00357,L03,2026-01-19 15:43:00,referral,phone_call,,18,False,True,28.9,False,False,False,lowball,2026-01
E00358,L02,2026-01-19 18:18:00,meta_ads,whatsapp,Meta Rooms YoungPro,21,True,True,25.6,False,False,False,still_open,2026-01
E00359,L08,2026-01-20 09:06:00,google_ads,lead_form,G-Search Rooms MRT,48,False,True,18.0,False,False,False,no_reply,2026-01
E00360,L02,2026-01-20 10:15:00,meta_ads,whatsapp,Meta Rooms YoungPro,42,False,True,13.3,False,False,False,no_reply,2026-01
E00361,L06,2026-01-20 10:58:00,mudah,portal_chat,,12,False,False,,False,False,False,unanswered,2026-01
E00362,L06,2026-01-20 15:19:00,propertyguru,phone_call,,26,False,True,33.7,False,False,False,no_reply,2026-01
E00363,L08,2026-01-20 18:03:00,propertyguru,whatsapp,,15,True,True,147.6,False,False,False,budget_mismatch,2026-01
E00364,L08,2026-01-20 19:25:00,mudah,phone_call,,32,False,True,43.7,False,False,False,lowball,2026-01
E00365,L04,2026-01-21 10:32:00,mudah,portal_chat,,49,False,True,92.3,False,False,False,budget_mismatch,2026-01
E00366,L01,2026-01-21 10:45:00,mudah,portal_chat,,42,False,True,14.9,False,False,False,lowball,2026-01
E00367,L10,2026-01-21 11:05:00,mudah,portal_chat,,31,False,True,51.7,False,False,False,no_reply,2026-01
E00368,L02,2026-01-21 11:20:00,meta_ads,lead_form,Meta Rooms YoungPro,46,False,True,160.6,False,False,False,requirement_mismatch,2026-01
E00369,L02,2026-01-21 12:47:00,referral,whatsapp,,22,True,True,66.4,False,True,True,still_open,2026-01
E00370,L01,2026-01-21 13:05:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,19,True,True,23.3,False,True,False,no_show,2026-01
E00371,L10,2026-01-21 14:17:00,mudah,portal_chat,,45,False,True,10.7,False,False,False,lowball,2026-01
E00372,L02,2026-01-21 15:20:00,meta_ads,lead_form,Meta Rooms YoungPro,11,False,True,28.6,False,False,False,no_reply,2026-01
E00373,L01,2026-01-21 16:00:00,referral,whatsapp,,65,False,False,,False,False,False,unanswered,2026-01
E00374,L10,2026-01-21 16:54:00,meta_ads,whatsapp,Meta Studio Budget,17,True,True,97.0,False,True,True,lost_to_other,2026-01
E00375,L06,2026-01-21 18:00:00,propertyguru,portal_chat,,17,True,True,99.0,False,False,False,still_open,2026-01
E00376,L06,2026-01-21 19:26:00,referral,whatsapp,,7,True,True,13.8,False,True,True,lost_to_other,2026-01
E00377,L05,2026-01-21 19:38:00,propertyguru,portal_chat,,7,True,True,91.8,False,True,True,lost_to_other,2026-01
E00378,L03,2026-01-22 09:01:00,referral,whatsapp,,20,True,True,43.9,False,True,True,lost_to_other,2026-01
E00379,L01,2026-01-22 09:59:00,propertyguru,portal_chat,,57,False,True,8.3,False,False,False,no_reply,2026-01
E00380,L04,2026-01-22 10:44:00,propertyguru,whatsapp,,30,True,True,4.7,False,False,False,no_reply,2026-01
E00381,L06,2026-01-22 11:39:00,referral,whatsapp,,14,True,True,26.1,False,False,False,no_reply,2026-01
E00382,L10,2026-01-22 12:29:00,propertyguru,portal_chat,,22,False,True,154.4,False,False,False,budget_mismatch,2026-01
E00383,L01,2026-01-22 12:55:00,mudah,portal_chat,,8,True,True,30.5,False,False,False,budget_mismatch,2026-01
E00384,L08,2026-01-22 15:37:00,mudah,portal_chat,,34,False,False,,False,False,False,unanswered,2026-01
E00385,L03,2026-01-22 15:44:00,mudah,portal_chat,,56,False,True,38.7,False,False,False,lowball,2026-01
E00386,L03,2026-01-22 17:07:00,mudah,portal_chat,,32,False,False,,False,False,False,unanswered,2026-01
E00387,L01,2026-01-22 17:16:00,referral,whatsapp,,17,True,True,4.5,False,True,True,lost_to_other,2026-01
E00388,L04,2026-01-23 09:45:00,mudah,portal_chat,,23,False,True,50.2,False,False,False,budget_mismatch,2026-01
E00389,L01,2026-01-23 09:54:00,meta_ads,lead_form,Meta Rooms YoungPro,15,True,True,41.0,False,True,True,viewing_pipeline,2026-01
E00390,L08,2026-01-23 10:21:00,mudah,portal_chat,,22,True,True,157.3,False,False,False,still_open,2026-01
E00391,L08,2026-01-23 11:14:00,meta_ads,whatsapp,Meta Rooms YoungPro,23,False,True,65.2,False,False,False,no_reply,2026-01
E00392,L03,2026-01-23 11:31:00,mudah,portal_chat,,36,False,True,23.0,False,False,False,no_reply,2026-01
E00393,L01,2026-01-23 12:16:00,referral,phone_call,,50,False,False,,False,False,False,unanswered,2026-01
E00394,L01,2026-01-23 13:42:00,propertyguru,portal_chat,,44,False,True,29.7,False,False,False,lowball,2026-01
E00395,L01,2026-01-23 14:01:00,mudah,portal_chat,,15,False,True,47.3,False,False,False,requirement_mismatch,2026-01
E00396,L02,2026-01-23 15:12:00,propertyguru,whatsapp,,31,False,True,17.1,False,False,False,no_reply,2026-01
E00397,L03,2026-01-23 15:28:00,mudah,portal_chat,,69,False,True,9.0,False,False,False,requirement_mismatch,2026-01
E00398,L06,2026-01-23 16:25:00,mudah,whatsapp,,41,False,True,89.0,False,False,False,budget_mismatch,2026-01
E00399,L05,2026-01-23 18:58:00,propertyguru,whatsapp,,31,False,True,11.8,False,False,False,no_reply,2026-01
E00400,L01,2026-01-23 19:01:00,mudah,phone_call,,61,False,True,25.3,False,False,False,no_reply,2026-01
E00401,L06,2026-01-23 19:05:00,mudah,phone_call,,32,False,True,43.1,False,False,False,requirement_mismatch,2026-01
E00402,L03,2026-01-23 19:22:00,mudah,phone_call,,56,False,True,39.4,False,False,False,budget_mismatch,2026-01
E00403,L03,2026-01-23 19:25:00,mudah,portal_chat,,22,False,True,80.5,False,False,False,no_reply,2026-01
E00404,L04,2026-01-23 20:56:00,propertyguru,whatsapp,,12,True,True,44.3,True,False,False,budget_mismatch,2026-01
E00405,L08,2026-01-24 12:15:00,mudah,portal_chat,,36,False,True,21.4,True,False,False,no_reply,2026-01
E00406,L08,2026-01-24 13:23:00,propertyguru,portal_chat,,11,True,True,41.2,True,False,False,no_reply,2026-01
E00407,L03,2026-01-24 15:49:00,mudah,portal_chat,,51,False,True,88.7,True,False,False,requirement_mismatch,2026-01
E00408,L01,2026-01-24 18:48:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,31,False,True,228.1,True,False,False,budget_mismatch,2026-01
E00409,L08,2026-01-24 19:07:00,google_ads,phone_call,G-Search Rooms MRT,3,False,True,37.6,True,False,False,requirement_mismatch,2026-01
E00410,L02,2026-01-25 10:28:00,mudah,whatsapp,,21,False,True,68.5,True,False,False,requirement_mismatch,2026-01
E00411,L02,2026-01-25 10:30:00,mudah,portal_chat,,31,False,True,191.1,True,False,False,lowball,2026-01
E00412,L03,2026-01-25 20:51:00,mudah,portal_chat,,20,True,True,139.2,True,False,False,no_reply,2026-01
E00413,L08,2026-01-26 10:45:00,mudah,portal_chat,,31,False,True,60.2,False,False,False,requirement_mismatch,2026-01
E00414,L02,2026-01-26 11:56:00,mudah,portal_chat,,34,False,True,82.6,False,False,False,lowball,2026-01
E00415,L08,2026-01-26 12:50:00,google_ads,whatsapp,G-Search Rooms MRT,16,False,True,19.6,False,False,False,budget_mismatch,2026-01
E00416,L08,2026-01-26 13:16:00,meta_ads,whatsapp,Meta Rooms YoungPro,39,False,True,105.4,False,False,False,no_reply,2026-01
E00417,L05,2026-01-26 13:52:00,propertyguru,portal_chat,,27,False,True,14.1,False,False,False,no_reply,2026-01
E00418,L02,2026-01-26 14:05:00,propertyguru,whatsapp,,29,True,True,10.4,False,True,False,no_show,2026-01
E00419,L06,2026-01-26 16:30:00,propertyguru,portal_chat,,16,True,True,44.1,False,False,False,no_reply,2026-01
E00420,L10,2026-01-26 18:03:00,mudah,portal_chat,,17,True,True,67.2,False,False,False,budget_mismatch,2026-01
E00421,L05,2026-01-26 18:58:00,mudah,portal_chat,,62,False,True,66.2,False,False,False,no_reply,2026-01
E00422,L01,2026-01-26 19:17:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,3,True,True,59.8,False,True,False,no_show,2026-01
E00423,L04,2026-01-26 19:57:00,meta_ads,whatsapp,Meta Studio Budget,14,True,True,42.3,False,False,False,no_reply,2026-01
E00424,L02,2026-01-26 20:05:00,propertyguru,portal_chat,,55,False,True,549.0,True,False,False,lowball,2026-01
E00425,L02,2026-01-26 21:14:00,propertyguru,whatsapp,,38,False,True,472.6,True,False,False,no_reply,2026-01
E00426,L06,2026-01-26 21:25:00,propertyguru,whatsapp,,42,False,True,122.5,True,False,False,lowball,2026-01
E00427,L08,2026-01-27 09:37:00,referral,whatsapp,,45,False,True,31.7,False,False,False,lowball,2026-01
E00428,L03,2026-01-27 09:40:00,meta_ads,whatsapp,Meta Rooms YoungPro,55,False,True,38.7,False,False,False,no_reply,2026-01
E00429,L01,2026-01-27 10:00:00,mudah,portal_chat,,38,False,True,48.1,False,False,False,requirement_mismatch,2026-01
E00430,L05,2026-01-27 10:12:00,mudah,portal_chat,,18,False,True,7.2,False,False,False,no_reply,2026-01
E00431,L01,2026-01-27 11:43:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,32,False,True,17.3,False,False,False,no_reply,2026-01
E00432,L10,2026-01-27 13:52:00,mudah,whatsapp,,58,False,True,23.7,False,False,False,no_reply,2026-01
E00433,L06,2026-01-27 17:55:00,mudah,portal_chat,,36,False,True,66.3,False,False,False,no_reply,2026-01
E00434,L06,2026-01-27 18:52:00,mudah,portal_chat,,42,False,True,43.3,False,False,False,lowball,2026-01
E00435,L05,2026-01-27 18:56:00,propertyguru,whatsapp,,18,False,True,86.1,False,False,False,budget_mismatch,2026-01
E00436,L08,2026-01-27 19:30:00,referral,whatsapp,,14,True,True,9.4,False,True,True,lost_to_other,2026-01
E00437,L03,2026-01-27 20:05:00,referral,whatsapp,,22,True,True,71.6,True,False,False,budget_mismatch,2026-01
E00438,L08,2026-01-28 09:14:00,mudah,portal_chat,,12,True,True,19.1,False,False,False,budget_mismatch,2026-01
E00439,L04,2026-01-28 10:06:00,propertyguru,whatsapp,,36,False,True,20.6,False,False,False,requirement_mismatch,2026-01
E00440,L03,2026-01-28 10:54:00,propertyguru,portal_chat,,10,True,True,52.7,False,True,True,viewing_pipeline,2026-01
E00441,L10,2026-01-28 11:18:00,google_ads,lead_form,G-Search Studios MRT,26,True,True,121.6,False,True,False,no_show,2026-01
E00442,L06,2026-01-28 11:19:00,mudah,portal_chat,,35,False,True,33.7,False,False,False,no_reply,2026-01
E00443,L04,2026-01-28 11:57:00,mudah,portal_chat,,26,True,True,16.6,False,False,False,budget_mismatch,2026-01
E00444,L10,2026-01-28 12:35:00,google_ads,lead_form,G-Search Studios MRT,15,True,True,73.0,False,True,True,still_open,2026-01
E00445,L03,2026-01-28 13:32:00,google_ads,lead_form,G-Search Rooms MRT,43,False,True,77.3,False,False,False,requirement_mismatch,2026-01
E00446,L04,2026-01-28 13:38:00,meta_ads,whatsapp,Meta Studio Budget,31,False,True,23.8,False,False,False,budget_mismatch,2026-01
E00447,L08,2026-01-28 13:58:00,meta_ads,lead_form,Meta Rooms YoungPro,31,False,True,96.8,False,False,False,no_reply,2026-01
E00448,L01,2026-01-28 15:29:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,51,False,True,35.5,False,False,False,budget_mismatch,2026-01
